# Energy(MeV) Phi16_Spherical Phi84_Spherical
1.080498e+00 3.829958e+09 1.566091e+10
1.091263e+00 3.746612e+09 1.525370e+10
1.102135e+00 3.656966e+09 1.489280e+10
1.113115e+00 3.567522e+09 1.454908e+10
1.124204e+00 3.480415e+09 1.421262e+10
1.135405e+00 3.401309e+09 1.388218e+10
1.146716e+00 3.328812e+09 1.355931e+10
1.158141e+00 3.249028e+09 1.323819e+10
1.169679e+00 3.169078e+09 1.289005e+10
1.181332e+00 3.099947e+09 1.254936e+10
1.193101e+00 3.028459e+09 1.220892e+10
1.204988e+00 2.954895e+09 1.188984e+10
1.216993e+00 2.882854e+09 1.158228e+10
1.229117e+00 2.804791e+09 1.127805e+10
1.241363e+00 2.730429e+09 1.098029e+10
1.253730e+00 2.655165e+09 1.069034e+10
1.266220e+00 2.592989e+09 1.041068e+10
1.278835e+00 2.527075e+09 1.013305e+10
1.291576e+00 2.462445e+09 9.865313e+09
1.304444e+00 2.401877e+09 9.615347e+09
1.317439e+00 2.343513e+09 9.364953e+09
1.330565e+00 2.286298e+09 9.138611e+09
1.343821e+00 2.229127e+09 8.897603e+09
1.357209e+00 2.177808e+09 8.662919e+09
1.370730e+00 2.121522e+09 8.455300e+09
1.384386e+00 2.073357e+09 8.255981e+09
1.398179e+00 2.024280e+09 8.061189e+09
1.412108e+00 1.976150e+09 7.862168e+09
1.426177e+00 1.925781e+09 7.678104e+09
1.440385e+00 1.881337e+09 7.500907e+09
1.454735e+00 1.837473e+09 7.337038e+09
1.469229e+00 1.790742e+09 7.166607e+09
1.483866e+00 1.740201e+09 7.000572e+09
1.498649e+00 1.692419e+09 6.827992e+09
1.513580e+00 1.647073e+09 6.663042e+09
1.528659e+00 1.602294e+09 6.511746e+09
1.543889e+00 1.559810e+09 6.348785e+09
1.559270e+00 1.523977e+09 6.201128e+09
1.574805e+00 1.490673e+09 6.058118e+09
1.590494e+00 1.451138e+09 5.916947e+09
1.606340e+00 1.416112e+09 5.775284e+09
1.622343e+00 1.383635e+09 5.640048e+09
1.638506e+00 1.346991e+09 5.507922e+09
1.654830e+00 1.311634e+09 5.378833e+09
1.671317e+00 1.275960e+09 5.252714e+09
1.687967e+00 1.241255e+09 5.129496e+09
1.704784e+00 1.207516e+09 5.008939e+09
1.721768e+00 1.180083e+09 4.887944e+09
1.738922e+00 1.150220e+09 4.765636e+09
1.756246e+00 1.119173e+09 4.646068e+09
1.773743e+00 1.092479e+09 4.528836e+09
1.791414e+00 1.065377e+09 4.414060e+09
1.809262e+00 1.035388e+09 4.305360e+09
1.827287e+00 1.006668e+09 4.208488e+09
1.845492e+00 9.803532e+08 4.096322e+09
1.863878e+00 9.550483e+08 3.984942e+09
1.882447e+00 9.312986e+08 3.882096e+09
1.901201e+00 9.052985e+08 3.783531e+09
1.920142e+00 8.807223e+08 3.687430e+09
1.939272e+00 8.581915e+08 3.600610e+09
1.958592e+00 8.343718e+08 3.514419e+09
1.978105e+00 8.112133e+08 3.420467e+09
1.997813e+00 7.885606e+08 3.338947e+09
2.017716e+00 7.663402e+08 3.254672e+09
2.037818e+00 7.457145e+08 3.182622e+09
2.058120e+00 7.249305e+08 3.106411e+09
2.078625e+00 7.047239e+08 3.033833e+09
2.099333e+00 6.851530e+08 2.968196e+09
2.120248e+00 6.661361e+08 2.904703e+09
2.141372e+00 6.476471e+08 2.830172e+09
2.162706e+00 6.296712e+08 2.760282e+09
2.184252e+00 6.125542e+08 2.690065e+09
2.206013e+00 5.968853e+08 2.625152e+09
2.227991e+00 5.802006e+08 2.563818e+09
2.250188e+00 5.639824e+08 2.503875e+09
2.272606e+00 5.483692e+08 2.446357e+09
2.295247e+00 5.340038e+08 2.391546e+09
2.318114e+00 5.190377e+08 2.336346e+09
2.341209e+00 5.044911e+08 2.281678e+09
2.364533e+00 4.903521e+08 2.223246e+09
2.388091e+00 4.766094e+08 2.173140e+09
2.411882e+00 4.632518e+08 2.119153e+09
2.435911e+00 4.502760e+08 2.064996e+09
2.460179e+00 4.376752e+08 2.017443e+09
2.484690e+00 4.254270e+08 1.973635e+09
2.509444e+00 4.135216e+08 1.927870e+09
2.534445e+00 4.019493e+08 1.880534e+09
2.559694e+00 3.907882e+08 1.833598e+09
2.585196e+00 3.801306e+08 1.786277e+09
2.610951e+00 3.697807e+08 1.742482e+09
2.636964e+00 3.597136e+08 1.699920e+09
2.663235e+00 3.499206e+08 1.658158e+09
2.689768e+00 3.403558e+08 1.618204e+09
2.716565e+00 3.307883e+08 1.580620e+09
2.743630e+00 3.214226e+08 1.543208e+09
2.770964e+00 3.124451e+08 1.506560e+09
2.798570e+00 3.038773e+08 1.471461e+09
2.826451e+00 2.953720e+08 1.437202e+09
2.854610e+00 2.867445e+08 1.404779e+09
2.883050e+00 2.786416e+08 1.373053e+09
2.911773e+00 2.708559e+08 1.341781e+09
2.940782e+00 2.633098e+08 1.310962e+09
2.970080e+00 2.559964e+08 1.280825e+09
2.999670e+00 2.486969e+08 1.251566e+09
3.029555e+00 2.415112e+08 1.219286e+09
3.059737e+00 2.345330e+08 1.189689e+09
3.090221e+00 2.278041e+08 1.161720e+09
3.121008e+00 2.212689e+08 1.135519e+09
3.152101e+00 2.150320e+08 1.107715e+09
3.183505e+00 2.089993e+08 1.079935e+09
3.215221e+00 2.031544e+08 1.052768e+09
3.247253e+00 1.974725e+08 1.028669e+09
3.279605e+00 1.920706e+08 1.006129e+09
3.312279e+00 1.868251e+08 9.850286e+08
