# Energy(MeV) Phi16_Planar Phi84_Planar
3.279605e+00 4.801765e+07 2.515323e+08
3.312279e+00 4.670628e+07 2.462571e+08
3.345278e+00 4.543073e+07 2.409291e+08
3.378606e+00 4.419003e+07 2.351522e+08
3.412266e+00 4.298320e+07 2.293787e+08
3.446261e+00 4.180935e+07 2.238956e+08
3.480595e+00 4.066755e+07 2.184968e+08
3.515271e+00 3.954242e+07 2.133519e+08
3.550293e+00 3.842552e+07 2.081409e+08
3.585664e+00 3.731047e+07 2.029288e+08
3.621386e+00 3.622237e+07 1.981123e+08
3.657465e+00 3.517045e+07 1.936947e+08
3.693903e+00 3.419820e+07 1.890589e+08
3.730705e+00 3.321162e+07 1.844051e+08
3.767873e+00 3.226414e+07 1.800169e+08
3.805411e+00 3.138518e+07 1.760721e+08
3.843323e+00 3.051616e+07 1.716545e+08
3.881613e+00 2.963186e+07 1.677705e+08
3.920284e+00 2.878213e+07 1.639674e+08
3.959341e+00 2.797273e+07 1.602377e+08
3.998787e+00 2.719248e+07 1.564869e+08
4.038625e+00 2.641211e+07 1.525846e+08
4.078861e+00 2.567824e+07 1.488764e+08
4.119497e+00 2.498496e+07 1.449730e+08
4.160539e+00 2.428817e+07 1.412792e+08
4.201989e+00 2.361082e+07 1.376684e+08
4.243852e+00 2.295235e+07 1.339988e+08
4.286132e+00 2.231225e+07 1.305312e+08
4.328834e+00 2.169000e+07 1.274375e+08
4.371961e+00 2.108511e+07 1.244112e+08
4.415517e+00 2.049781e+07 1.214523e+08
4.459508e+00 1.993107e+07 1.185171e+08
4.503936e+00 1.938881e+07 1.154112e+08
4.548808e+00 1.886229e+07 1.123522e+08
4.594126e+00 1.832689e+07 1.097337e+08
4.639896e+00 1.780669e+07 1.070164e+08
4.686122e+00 1.730547e+07 1.043144e+08
4.732808e+00 1.681656e+07 1.017054e+08
4.779960e+00 1.633636e+07 9.950204e+07
4.827581e+00 1.587925e+07 9.734246e+07
4.875677e+00 1.542485e+07 9.522587e+07
4.924252e+00 1.498356e+07 9.311906e+07
4.973311e+00 1.455570e+07 9.094919e+07
5.022858e+00 1.414195e+07 8.846514e+07
5.072900e+00 1.374467e+07 8.594469e+07
5.123439e+00 1.335946e+07 8.380124e+07
5.174483e+00 1.298539e+07 8.201346e+07
5.226035e+00 1.262180e+07 7.976428e+07
5.278100e+00 1.226838e+07 7.778750e+07
5.330684e+00 1.192515e+07 7.588465e+07
5.383792e+00 1.159227e+07 7.410769e+07
5.437429e+00 1.126918e+07 7.237070e+07
5.491601e+00 1.095643e+07 7.048832e+07
5.546312e+00 1.064547e+07 6.871441e+07
5.601568e+00 1.034755e+07 6.701095e+07
5.657375e+00 1.006150e+07 6.530200e+07
5.713738e+00 9.786983e+06 6.355352e+07
5.770662e+00 9.509564e+06 6.185544e+07
5.828153e+00 9.237933e+06 6.020050e+07
5.886217e+00 8.978662e+06 5.868131e+07
5.944860e+00 8.733267e+06 5.730569e+07
6.004087e+00 8.489835e+06 5.598104e+07
6.063904e+00 8.248859e+06 5.468501e+07
6.124317e+00 8.014808e+06 5.332152e+07
6.185331e+00 7.789844e+06 5.194414e+07
6.246954e+00 7.569173e+06 5.065369e+07
6.309191e+00 7.352846e+06 4.932302e+07
6.372047e+00 7.142818e+06 4.814765e+07
6.435530e+00 6.940741e+06 4.698893e+07
6.499645e+00 6.745542e+06 4.583078e+07
6.564399e+00 6.555932e+06 4.464864e+07
6.629798e+00 6.371708e+06 4.351700e+07
6.695849e+00 6.192661e+06 4.243731e+07
6.762558e+00 6.018002e+06 4.137648e+07
6.829931e+00 5.847517e+06 4.024725e+07
6.897976e+00 5.681861e+06 3.913972e+07
6.966698e+00 5.521217e+06 3.811825e+07
7.036105e+00 5.369271e+06 3.718448e+07
7.106204e+00 5.222457e+06 3.617050e+07
7.177001e+00 5.079002e+06 3.525807e+07
7.248503e+00 4.940528e+06 3.430976e+07
7.320718e+00 4.805362e+06 3.337409e+07
7.393652e+00 4.672169e+06 3.248355e+07
7.467313e+00 4.541662e+06 3.158592e+07
7.541707e+00 4.414800e+06 3.074472e+07
7.616843e+00 4.291421e+06 2.996683e+07
7.692728e+00 4.171228e+06 2.923150e+07
7.769368e+00 4.053237e+06 2.848338e+07
7.846772e+00 3.939028e+06 2.773496e+07
7.924947e+00 3.828037e+06 2.698774e+07
8.003901e+00 3.720176e+06 2.630818e+07
8.083641e+00 3.615731e+06 2.563399e+07
8.164176e+00 3.514217e+06 2.495850e+07
8.245513e+00 3.415554e+06 2.429498e+07
8.327661e+00 3.319661e+06 2.361657e+07
8.410627e+00 3.226460e+06 2.298426e+07
8.494420e+00 3.135875e+06 2.236633e+07
8.579047e+00 3.047834e+06 2.175629e+07
8.664517e+00 2.962265e+06 2.116111e+07
8.750839e+00 2.879098e+06 2.058044e+07
8.838021e+00 2.798266e+06 2.005214e+07
8.926072e+00 2.719703e+06 1.951452e+07
9.015000e+00 2.643346e+06 1.898586e+07
9.104813e+00 2.569133e+06 1.846824e+07
9.195522e+00 2.497003e+06 1.796331e+07
9.287134e+00 2.427008e+06 1.746866e+07
9.379659e+00 2.359195e+06 1.698522e+07
9.473106e+00 2.292996e+06 1.651368e+07
9.567484e+00 2.228583e+06 1.604662e+07
9.662802e+00 2.166666e+06 1.561799e+07
9.759069e+00 2.106580e+06 1.520557e+07
9.856296e+00 2.048161e+06 1.479650e+07
9.954491e+00 1.991361e+06 1.439696e+07
1.005366e+01 1.936137e+06 1.399868e+07
1.015383e+01 1.882541e+06 1.360849e+07
1.025499e+01 1.830397e+06 1.322800e+07
1.035715e+01 1.779333e+06 1.285521e+07
1.046034e+01 1.729693e+06 1.248694e+07
1.056455e+01 1.681494e+06 1.212543e+07
1.066980e+01 1.635272e+06 1.178683e+07
1.077610e+01 1.590321e+06 1.145260e+07
1.088346e+01 1.546606e+06 1.112696e+07
1.099189e+01 1.504014e+06 1.081036e+07
1.110140e+01 1.461049e+06 1.050081e+07
1.121200e+01 1.419227e+06 1.019871e+07
1.132370e+01 1.378602e+06 9.905289e+06
1.143652e+01 1.339643e+06 9.620316e+06
1.155046e+01 1.302163e+06 9.346928e+06
1.166553e+01 1.265969e+06 9.084710e+06
1.178175e+01 1.231488e+06 8.820450e+06
