Energy(MeV) Phi_16 Phi_84
1.548053e+02 1.557501e+05 1.998356e+05
1.579084e+02 1.457830e+05 1.874672e+05
1.610737e+02 1.366310e+05 1.758333e+05
1.643024e+02 1.281603e+05 1.648109e+05
1.675958e+02 1.199654e+05 1.544869e+05
1.709552e+02 1.123913e+05 1.446985e+05
1.743820e+02 1.053378e+05 1.353810e+05
1.778775e+02 9.867337e+04 1.266807e+05
1.814430e+02 9.240264e+04 1.185600e+05
1.850801e+02 8.652234e+04 1.109354e+05
1.887900e+02 8.092204e+04 1.038864e+05
1.925743e+02 7.573441e+04 9.715784e+04
1.964344e+02 7.085969e+04 9.077726e+04
2.003719e+02 6.613155e+04 8.484105e+04
2.043883e+02 6.186581e+04 7.928687e+04
2.084853e+02 5.785412e+04 7.412775e+04
2.126644e+02 5.408346e+04 6.922876e+04
2.169272e+02 5.051882e+04 6.462711e+04
2.212755e+02 4.707968e+04 6.029958e+04
2.257109e+02 4.387584e+04 5.619429e+04
2.302353e+02 4.090896e+04 5.242520e+04
2.348503e+02 3.808080e+04 4.885917e+04
2.395579e+02 3.555006e+04 4.552839e+04
2.443598e+02 3.314349e+04 4.242538e+04
2.492580e+02 3.083754e+04 3.956804e+04
2.542544e+02 2.863815e+04 3.689149e+04
2.593509e+02 2.661521e+04 3.437190e+04
2.645495e+02 2.479784e+04 3.202039e+04
2.698524e+02 2.307371e+04 2.979923e+04
2.752616e+02 2.142249e+04 2.771273e+04
2.807792e+02 1.995130e+04 2.577649e+04
2.864074e+02 1.853622e+04 2.400543e+04
2.921484e+02 1.719211e+04 2.233361e+04
2.980045e+02 1.599229e+04 2.074898e+04
3.039780e+02 1.483692e+04 1.927397e+04
3.100712e+02 1.378589e+04 1.785826e+04
3.162865e+02 1.280837e+04 1.656194e+04
3.226265e+02 1.186342e+04 1.533169e+04
3.290935e+02 1.097164e+04 1.419824e+04
3.356901e+02 1.016657e+04 1.314923e+04
3.424190e+02 9.420366e+03 1.218204e+04
3.492828e+02 8.705250e+03 1.126340e+04
3.562841e+02 8.050521e+03 1.042221e+04
3.634258e+02 7.417234e+03 9.636260e+03
3.707107e+02 6.824474e+03 8.898454e+03
3.781415e+02 6.288797e+03 8.220291e+03
3.857213e+02 5.778370e+03 7.579448e+03
3.934531e+02 5.335214e+03 6.991037e+03
4.013398e+02 4.922966e+03 6.444296e+03
4.093847e+02 4.518794e+03 5.941980e+03
4.175907e+02 4.149248e+03 5.476655e+03
4.259613e+02 3.800653e+03 5.044955e+03
4.344997e+02 3.475362e+03 4.645472e+03
4.432092e+02 3.187673e+03 4.273863e+03
4.520933e+02 2.915561e+03 3.923387e+03
4.611555e+02 2.663424e+03 3.610321e+03
4.703993e+02 2.427060e+03 3.320215e+03
4.798284e+02 2.222201e+03 3.046353e+03
4.894465e+02 2.026431e+03 2.795266e+03
4.992574e+02 1.853285e+03 2.566662e+03
5.092650e+02 1.683630e+03 2.354205e+03
5.194732e+02 1.526970e+03 2.156797e+03
5.298860e+02 1.386857e+03 1.978003e+03
5.405075e+02 1.264870e+03 1.810520e+03
5.513420e+02 1.144573e+03 1.653676e+03
5.623936e+02 1.040692e+03 1.510523e+03
5.736667e+02 9.380166e+02 1.378416e+03
5.851658e+02 8.543566e+02 1.257544e+03
5.968954e+02 7.719938e+02 1.146821e+03
6.088601e+02 6.951370e+02 1.044795e+03
6.210647e+02 6.234625e+02 9.523416e+02
6.335139e+02 5.585184e+02 8.675268e+02
6.462126e+02 4.997373e+02 7.881100e+02
6.591659e+02 4.484647e+02 7.161410e+02
6.723788e+02 3.999468e+02 6.510427e+02
6.858566e+02 3.562174e+02 5.910288e+02
6.996046e+02 3.172707e+02 5.358313e+02
7.136281e+02 2.825781e+02 4.848714e+02
7.279327e+02 2.509632e+02 4.392562e+02
7.425240e+02 2.228033e+02 3.975359e+02
7.574079e+02 1.975485e+02 3.598365e+02
7.725901e+02 1.751818e+02 3.252842e+02
7.880766e+02 1.551232e+02 2.937178e+02
8.038735e+02 1.366490e+02 2.651082e+02
8.199871e+02 1.201918e+02 2.395946e+02
8.364237e+02 1.057708e+02 2.156648e+02
8.531897e+02 9.273010e+01 1.943377e+02
8.702918e+02 8.114404e+01 1.752722e+02
8.877368e+02 7.072784e+01 1.576749e+02
9.055314e+02 6.173886e+01 1.415647e+02
9.236827e+02 5.383464e+01 1.269987e+02
9.421978e+02 4.686118e+01 1.138610e+02
9.610841e+02 4.069870e+01 1.022709e+02
9.803490e+02 3.527489e+01 9.168312e+01
1.000000e+03 3.041889e+01 8.186355e+01
