# Energy(MeV) Planare_Fluence(cm^-2*MeV^-1)
1.269384e+02 1.770157e+05
1.294828e+02 1.611975e+05
1.320783e+02 1.471018e+05
1.347258e+02 1.337805e+05
1.374264e+02 1.223782e+05
1.401811e+02 1.115003e+05
1.429910e+02 1.014898e+05
1.458573e+02 9.215709e+04
1.487810e+02 8.394180e+04
1.517633e+02 7.630705e+04
1.548053e+02 6.945400e+04
1.579084e+02 6.319095e+04
1.610737e+02 5.764451e+04
1.643024e+02 5.228129e+04
1.675958e+02 4.762433e+04
1.709552e+02 4.346593e+04
1.743820e+02 3.973831e+04
1.778775e+02 3.622829e+04
1.814430e+02 3.298027e+04
1.850801e+02 3.004089e+04
1.887900e+02 2.740651e+04
1.925743e+02 2.496575e+04
1.964344e+02 2.274525e+04
2.003719e+02 2.072488e+04
2.043883e+02 1.887108e+04
2.084853e+02 1.718393e+04
2.126644e+02 1.563187e+04
2.169272e+02 1.426169e+04
2.212755e+02 1.301586e+04
2.257109e+02 1.192046e+04
2.302353e+02 1.088399e+04
2.348503e+02 9.919151e+03
2.395579e+02 9.067226e+03
2.443598e+02 8.274087e+03
2.492580e+02 7.537831e+03
2.542544e+02 6.870952e+03
2.593509e+02 6.278233e+03
2.645495e+02 5.734555e+03
2.698524e+02 5.238577e+03
2.752616e+02 4.780238e+03
2.807792e+02 4.371576e+03
2.864074e+02 3.994974e+03
2.921484e+02 3.650141e+03
2.980045e+02 3.325325e+03
3.039780e+02 3.031023e+03
3.100712e+02 2.772793e+03
3.162865e+02 2.528205e+03
3.226265e+02 2.304186e+03
3.290935e+02 2.106591e+03
3.356901e+02 1.928342e+03
3.424190e+02 1.766353e+03
3.492828e+02 1.613310e+03
3.562841e+02 1.473527e+03
3.634258e+02 1.342151e+03
3.707107e+02 1.222058e+03
3.781415e+02 1.115014e+03
3.857213e+02 1.017321e+03
3.934531e+02 9.286642e+02
4.013398e+02 8.478329e+02
4.093847e+02 7.736123e+02
4.175907e+02 7.055548e+02
4.259613e+02 6.429589e+02
4.344997e+02 5.865430e+02
4.432092e+02 5.349857e+02
4.520933e+02 4.879732e+02
4.611555e+02 4.453382e+02
4.703993e+02 4.056567e+02
4.798284e+02 3.699112e+02
4.894465e+02 3.373155e+02
4.992574e+02 3.078014e+02
5.092650e+02 2.810290e+02
5.194732e+02 2.562559e+02
5.298860e+02 2.333170e+02
5.405075e+02 2.126819e+02
5.513420e+02 1.941089e+02
5.623936e+02 1.768530e+02
5.736667e+02 1.613570e+02
5.851658e+02 1.474466e+02
5.968954e+02 1.345993e+02
6.088601e+02 1.228660e+02
6.210647e+02 1.122179e+02
6.335139e+02 1.023555e+02
6.462126e+02 9.330393e+01
6.591659e+02 8.497329e+01
6.723788e+02 7.738807e+01
6.858566e+02 7.054520e+01
6.996046e+02 6.445181e+01
7.136281e+02 5.884838e+01
7.279327e+02 5.361669e+01
7.425240e+02 4.883793e+01
7.574079e+02 4.452073e+01
7.725901e+02 4.057725e+01
7.880766e+02 3.705613e+01
8.038735e+02 3.381715e+01
8.199871e+02 3.086585e+01
8.364237e+02 2.817215e+01
8.531897e+02 2.571355e+01
8.702918e+02 2.345449e+01
8.877368e+02 2.135777e+01
9.055314e+02 1.947610e+01
9.236827e+02 1.778295e+01
9.421978e+02 1.623703e+01
9.610841e+02 1.482553e+01
9.803490e+02 1.353675e+01
1.000000e+03 1.235975e+01
