# Energy(MeV) Fluence_Planar_Median(cm^-2*MeV^-1)
1.637117e+02 3.716858e+03
1.657535e+02 3.589892e+03
1.678208e+02 3.468719e+03
1.699138e+02 3.351679e+03
1.720330e+02 3.238589e+03
1.741786e+02 3.129314e+03
1.763509e+02 3.023727e+03
1.785504e+02 2.919822e+03
1.807772e+02 2.819217e+03
1.830319e+02 2.722080e+03
1.853147e+02 2.628292e+03
1.876259e+02 2.536313e+03
1.899660e+02 2.447240e+03
1.923352e+02 2.362178e+03
1.947340e+02 2.280465e+03
1.971628e+02 2.201579e+03
1.996218e+02 2.125422e+03
2.021114e+02 2.051899e+03
2.046322e+02 1.980920e+03
2.071843e+02 1.912397e+03
2.097683e+02 1.846244e+03
2.123846e+02 1.782398e+03
2.150334e+02 1.721097e+03
2.177153e+02 1.662048e+03
2.204307e+02 1.605404e+03
2.231799e+02 1.550691e+03
2.259634e+02 1.497842e+03
2.287816e+02 1.446794e+03
2.316349e+02 1.397339e+03
2.345239e+02 1.349055e+03
2.374489e+02 1.302480e+03
2.404103e+02 1.257514e+03
2.434087e+02 1.214290e+03
2.464445e+02 1.172810e+03
2.495182e+02 1.132746e+03
2.526302e+02 1.094052e+03
2.557810e+02 1.056679e+03
2.589711e+02 1.020466e+03
2.622009e+02 9.854066e+02
2.654711e+02 9.515519e+02
2.687821e+02 9.188604e+02
2.721343e+02 8.877525e+02
2.755284e+02 8.577226e+02
2.789647e+02 8.285926e+02
2.824440e+02 8.005502e+02
2.859666e+02 7.735377e+02
2.895332e+02 7.474237e+02
2.931443e+02 7.221167e+02
2.968003e+02 6.975596e+02
3.005020e+02 6.738376e+02
3.042499e+02 6.508506e+02
3.080445e+02 6.284029e+02
3.118864e+02 6.064403e+02
3.157763e+02 5.854593e+02
3.197146e+02 5.653692e+02
3.237021e+02 5.459687e+02
3.277393e+02 5.270605e+02
3.318269e+02 5.087974e+02
3.359654e+02 4.912774e+02
3.401556e+02 4.745203e+02
3.443980e+02 4.582898e+02
3.486933e+02 4.425257e+02
3.530422e+02 4.273040e+02
3.574453e+02 4.124980e+02
3.619034e+02 3.981750e+02
3.664171e+02 3.844269e+02
3.709870e+02 3.712190e+02
3.756140e+02 3.584649e+02
3.802986e+02 3.461490e+02
3.850417e+02 3.342562e+02
3.898439e+02 3.227721e+02
3.947060e+02 3.116825e+02
3.996288e+02 3.009739e+02
4.046130e+02 2.906333e+02
4.096593e+02 2.806479e+02
4.147686e+02 2.711749e+02
4.199416e+02 2.619008e+02
