# Energy(MeV) Fluence_Spherical_Median(cm^-2*MeV^-1)
1.853147e+02 1.051317e+04
1.876259e+02 1.014525e+04
1.899660e+02 9.788958e+03
1.923352e+02 9.448712e+03
1.947340e+02 9.121860e+03
1.971628e+02 8.806315e+03
1.996218e+02 8.501686e+03
2.021114e+02 8.207596e+03
2.046322e+02 7.923680e+03
2.071843e+02 7.649586e+03
2.097683e+02 7.384974e+03
2.123846e+02 7.129591e+03
2.150334e+02 6.884387e+03
2.177153e+02 6.648192e+03
2.204307e+02 6.421616e+03
2.231799e+02 6.202762e+03
2.259634e+02 5.991367e+03
2.287816e+02 5.787177e+03
2.316349e+02 5.589357e+03
2.345239e+02 5.396219e+03
2.374489e+02 5.209920e+03
2.404103e+02 5.030055e+03
2.434087e+02 4.857160e+03
2.464445e+02 4.691239e+03
2.495182e+02 4.530986e+03
2.526302e+02 4.376206e+03
2.557810e+02 4.226715e+03
2.589711e+02 4.081864e+03
2.622009e+02 3.941627e+03
2.654711e+02 3.806208e+03
2.687821e+02 3.675442e+03
2.721343e+02 3.551010e+03
2.755284e+02 3.430890e+03
2.789647e+02 3.314370e+03
2.824440e+02 3.202201e+03
2.859666e+02 3.094151e+03
2.895332e+02 2.989695e+03
2.931443e+02 2.888467e+03
2.968003e+02 2.790238e+03
3.005020e+02 2.695351e+03
3.042499e+02 2.603402e+03
3.080445e+02 2.513612e+03
3.118864e+02 2.425761e+03
3.157763e+02 2.341837e+03
3.197146e+02 2.261477e+03
3.237021e+02 2.183875e+03
3.277393e+02 2.108242e+03
3.318269e+02 2.035190e+03
3.359654e+02 1.965110e+03
3.401556e+02 1.898081e+03
3.443980e+02 1.833159e+03
3.486933e+02 1.770103e+03
3.530422e+02 1.709216e+03
3.574453e+02 1.649992e+03
3.619034e+02 1.592700e+03
3.664171e+02 1.537707e+03
3.709870e+02 1.484876e+03
3.756140e+02 1.433859e+03
3.802986e+02 1.384596e+03
3.850417e+02 1.337025e+03
3.898439e+02 1.291088e+03
3.947060e+02 1.246730e+03
3.996288e+02 1.203896e+03
4.046130e+02 1.162533e+03
4.096593e+02 1.122592e+03
4.147686e+02 1.084700e+03
4.199416e+02 1.047603e+03
4.251791e+02 1.011264e+03
4.304819e+02 9.762543e+02
4.358509e+02 9.431488e+02
4.412868e+02 9.107300e+02
4.467905e+02 8.789284e+02
4.523629e+02 8.486988e+02
4.580047e+02 8.195398e+02
4.637170e+02 7.913994e+02
4.695004e+02 7.645646e+02
4.753560e+02 7.385850e+02
4.812847e+02 7.131428e+02
4.872873e+02 6.885770e+02
4.933647e+02 6.648575e+02
4.995179e+02 6.419551e+02
5.057479e+02 6.198612e+02
5.120556e+02 5.986918e+02
5.184420e+02 5.782454e+02
5.249080e+02 5.583483e+02
5.314546e+02 5.390321e+02
5.380829e+02 5.206750e+02
5.447939e+02 5.028615e+02
5.515885e+02 4.857917e+02
5.584679e+02 4.691631e+02
5.654331e+02 4.530304e+02
5.724852e+02 4.374525e+02
5.796252e+02 4.225172e+02
5.868543e+02 4.081632e+02
5.941736e+02 3.945899e+02
6.015841e+02 3.811387e+02
6.090870e+02 3.681004e+02
6.166836e+02 3.555083e+02
6.243748e+02 3.433570e+02
6.321620e+02 3.316308e+02
6.400463e+02 3.203051e+02
6.480290e+02 3.093861e+02
6.561112e+02 2.989091e+02
6.642942e+02 2.887869e+02
6.725793e+02 2.790075e+02
6.809677e+02 2.695593e+02
6.894607e+02 2.604310e+02
6.980596e+02 2.516118e+02
7.067658e+02 2.430914e+02
7.155806e+02 2.348594e+02
7.245053e+02 2.269062e+02
7.335413e+02 2.192224e+02
7.426901e+02 2.117987e+02
7.519529e+02 2.046265e+02
7.613312e+02 1.976971e+02
7.708265e+02 1.909771e+02
7.804403e+02 1.844346e+02
7.901739e+02 1.781113e+02
8.000290e+02 1.720048e+02
8.100069e+02 1.661076e+02
8.201093e+02 1.604127e+02
8.303377e+02 1.549130e+02
8.406937e+02 1.496018e+02
8.511788e+02 1.444728e+02
8.617947e+02 1.395196e+02
8.725430e+02 1.347363e+02
8.834253e+02 1.301169e+02
8.944434e+02 1.256560e+02
9.055989e+02 1.213480e+02
9.168935e+02 1.171877e+02
9.283290e+02 1.131700e+02
9.399071e+02 1.093497e+02
9.516296e+02 1.056741e+02
9.634983e+02 1.021221e+02
9.755150e+02 9.868951e+01
9.876816e+02 9.537231e+01
1.000000e+03 9.216663e+01
